Suburb,Price,Date,Dayofweek
Alphington,390000,22/05/2016,Sunday
Altona,605100,22/05/2016,Sunday
Altona North,923000,22/05/2016,Sunday
Altona North,693000,22/05/2016,Sunday
Armadale,1900000,22/05/2016,Sunday
Ascot Vale,1430000,22/05/2016,Sunday
Ascot Vale,570000,22/05/2016,Sunday
Ascot Vale,690000,22/05/2016,Sunday
Avondale Heights,705000,22/05/2016,Sunday
Avondale Heights,1100000,22/05/2016,Sunday
Avondale Heights,892500,22/05/2016,Sunday
Balaclava,474000,22/05/2016,Sunday
Bentleigh,895000,22/05/2016,Sunday
Bentleigh,1041000,22/05/2016,Sunday
Bentleigh East,780000,22/05/2016,Sunday
Bentleigh East,1115000,22/05/2016,Sunday
Bentleigh East,1197000,22/05/2016,Sunday
Bentleigh East,485000,22/05/2016,Sunday
Bentleigh East,810000,22/05/2016,Sunday
Bentleigh East,1365000,22/05/2016,Sunday
Bentleigh East,700000,22/05/2016,Sunday
Brighton,3900000,22/05/2016,Sunday
Brighton,610000,22/05/2016,Sunday
Brighton,880000,22/05/2016,Sunday
Brighton,737000,22/05/2016,Sunday
Brighton East,1650000,22/05/2016,Sunday
Brighton East,1720000,22/05/2016,Sunday
Brighton East,1815000,22/05/2016,Sunday
Brighton East,1450000,22/05/2016,Sunday
Brunswick,350000,22/05/2016,Sunday
Brunswick,871000,22/05/2016,Sunday
Brunswick,985000,22/05/2016,Sunday
Brunswick,1250000,22/05/2016,Sunday
Brunswick,542000,22/05/2016,Sunday
Brunswick,641000,22/05/2016,Sunday
Brunswick,1395000,22/05/2016,Sunday
Brunswick West,400000,22/05/2016,Sunday
Brunswick West,330000,22/05/2016,Sunday
Burwood,1800000,22/05/2016,Sunday
Burwood,900000,22/05/2016,Sunday
Carlton North,1950000,22/05/2016,Sunday
Carnegie,1430000,22/05/2016,Sunday
Caulfield South,1303500,22/05/2016,Sunday
Chadstone,1415500,22/05/2016,Sunday
Clifton Hill,730000,22/05/2016,Sunday
Collingwood,887500,22/05/2016,Sunday
Doncaster,1650000,22/05/2016,Sunday
Elsternwick,782000,22/05/2016,Sunday
Elsternwick,1007000,22/05/2016,Sunday
Elwood,500000,22/05/2016,Sunday
Fairfield,2000000,22/05/2016,Sunday
Fitzroy,1620000,22/05/2016,Sunday
Fitzroy,1600000,22/05/2016,Sunday
Fitzroy,850000,22/05/2016,Sunday
Fitzroy North,899000,22/05/2016,Sunday
Flemington,957000,22/05/2016,Sunday
Footscray,858000,22/05/2016,Sunday
Glenroy,630000,22/05/2016,Sunday
Glenroy,420000,22/05/2016,Sunday
Glenroy,600000,22/05/2016,Sunday
Hadfield,591000,22/05/2016,Sunday
Hadfield,550000,22/05/2016,Sunday
Hadfield,330000,22/05/2016,Sunday
Keilor East,807000,22/05/2016,Sunday
Keilor East,502000,22/05/2016,Sunday
Keilor East,770000,22/05/2016,Sunday
Keilor East,700000,22/05/2016,Sunday
Keilor East,570000,22/05/2016,Sunday
Kensington,813500,22/05/2016,Sunday
Malvern,927000,22/05/2016,Sunday
Malvern East,820000,22/05/2016,Sunday
Malvern East,480000,22/05/2016,Sunday
Maribyrnong,780000,22/05/2016,Sunday
Maribyrnong,675000,22/05/2016,Sunday
Moonee Ponds,1425000,22/05/2016,Sunday
Moonee Ponds,1345000,22/05/2016,Sunday
Moonee Ponds,330000,22/05/2016,Sunday
Moonee Ponds,726000,22/05/2016,Sunday
Newport,993000,22/05/2016,Sunday
Newport,901000,22/05/2016,Sunday
Newport,650000,22/05/2016,Sunday
Northcote,1035000,22/05/2016,Sunday
Northcote,460000,22/05/2016,Sunday
Northcote,1760000,22/05/2016,Sunday
Northcote,975000,22/05/2016,Sunday
Oak Park,470000,22/05/2016,Sunday
Pascoe Vale,810000,22/05/2016,Sunday
Pascoe Vale,723000,22/05/2016,Sunday
Pascoe Vale,550500,22/05/2016,Sunday
Port Melbourne,2260000,22/05/2016,Sunday
Port Melbourne,1130000,22/05/2016,Sunday
Port Melbourne,1305000,22/05/2016,Sunday
Port Melbourne,720000,22/05/2016,Sunday
Port Melbourne,1130000,22/05/2016,Sunday
Port Melbourne,520000,22/05/2016,Sunday
Port Melbourne,1250000,22/05/2016,Sunday
Prahran,1540000,22/05/2016,Sunday
Preston,986000,22/05/2016,Sunday
Preston,771000,22/05/2016,Sunday
Preston,760000,22/05/2016,Sunday
Reservoir,450000,22/05/2016,Sunday
Reservoir,921500,22/05/2016,Sunday
Reservoir,490000,22/05/2016,Sunday
Reservoir,787000,22/05/2016,Sunday
Richmond,380000,22/05/2016,Sunday
Richmond,1285000,22/05/2016,Sunday
Richmond,905000,22/05/2016,Sunday
Richmond,750000,22/05/2016,Sunday
Richmond,604000,22/05/2016,Sunday
Seddon,215000,22/05/2016,Sunday
South Melbourne,1360000,22/05/2016,Sunday
South Melbourne,1390000,22/05/2016,Sunday
South Melbourne,1615000,22/05/2016,Sunday
South Yarra,540000,22/05/2016,Sunday
South Yarra,803000,22/05/2016,Sunday
South Yarra,2010000,22/05/2016,Sunday
South Yarra,1945000,22/05/2016,Sunday
South Yarra,906000,22/05/2016,Sunday
South Yarra,367000,22/05/2016,Sunday
Southbank,622500,22/05/2016,Sunday
St Kilda,610000,22/05/2016,Sunday
St Kilda,420000,22/05/2016,Sunday
St Kilda,312000,22/05/2016,Sunday
St Kilda,1345000,22/05/2016,Sunday
Strathmore,630000,22/05/2016,Sunday
Sunshine,700000,22/05/2016,Sunday
Sunshine,571000,22/05/2016,Sunday
Sunshine,835000,22/05/2016,Sunday
Sunshine North,591000,22/05/2016,Sunday
Sunshine North,665000,22/05/2016,Sunday
Templestowe Lower,1155000,22/05/2016,Sunday
Thornbury,245000,22/05/2016,Sunday
Thornbury,1290000,22/05/2016,Sunday
Thornbury,605000,22/05/2016,Sunday
Toorak,540000,22/05/2016,Sunday
Williamstown,1360000,22/05/2016,Sunday
Williamstown,2050000,22/05/2016,Sunday
Williamstown,975000,22/05/2016,Sunday
Windsor,400000,22/05/2016,Sunday
Yarraville,1137500,22/05/2016,Sunday
Brunswick East,957000,22/05/2016,Sunday
Brunswick East,825000,22/05/2016,Sunday
Carlton,600000,22/05/2016,Sunday
Carlton,310000,22/05/2016,Sunday
Kingsville,270000,22/05/2016,Sunday
Murrumbeena,860000,22/05/2016,Sunday
Ormond,820000,22/05/2016,Sunday
West Footscray,850000,22/05/2016,Sunday
West Footscray,705000,22/05/2016,Sunday
West Footscray,709000,22/05/2016,Sunday
Albion,600000,22/05/2016,Sunday
Albion,600000,22/05/2016,Sunday
Glen Huntly,636500,22/05/2016,Sunday
Oakleigh,750000,22/05/2016,Sunday
Cremorne,831000,22/05/2016,Sunday
South Kingsville,1030000,22/05/2016,Sunday
Strathmore Heights,950000,22/05/2016,Sunday
Travancore,1740000,22/05/2016,Sunday
Keilor Park,746000,22/05/2016,Sunday
Abbotsford,1012500,28/05/2016,Saturday
Albert Park,980000,28/05/2016,Saturday
Altona,1500000,28/05/2016,Saturday
Altona,730000,28/05/2016,Saturday
Altona,900000,28/05/2016,Saturday
Altona North,625000,28/05/2016,Saturday
Armadale,2000000,28/05/2016,Saturday
Armadale,869000,28/05/2016,Saturday
Ascot Vale,1305000,28/05/2016,Saturday
Ascot Vale,932500,28/05/2016,Saturday
Ashwood,1200000,28/05/2016,Saturday
Avondale Heights,795000,28/05/2016,Saturday
Avondale Heights,634000,28/05/2016,Saturday
Bentleigh East,800000,28/05/2016,Saturday
Bentleigh East,1120000,28/05/2016,Saturday
Bentleigh East,970000,28/05/2016,Saturday
Bentleigh East,787500,28/05/2016,Saturday
Bentleigh East,950000,28/05/2016,Saturday
Bentleigh East,886000,28/05/2016,Saturday
Box Hill,1351000,28/05/2016,Saturday
Box Hill,857000,28/05/2016,Saturday
Box Hill,822500,28/05/2016,Saturday
Brighton,2750000,28/05/2016,Saturday
Brighton,3751000,28/05/2016,Saturday
Brighton,1425000,28/05/2016,Saturday
Brighton,2405000,28/05/2016,Saturday
Brighton East,1230000,28/05/2016,Saturday
Brighton East,1389000,28/05/2016,Saturday
Brighton East,750000,28/05/2016,Saturday
Brighton East,1245000,28/05/2016,Saturday
Brighton East,2310000,28/05/2016,Saturday
Brunswick,1410000,28/05/2016,Saturday
Brunswick,1550000,28/05/2016,Saturday
Brunswick,740000,28/05/2016,Saturday
Brunswick,947000,28/05/2016,Saturday
Brunswick,592500,28/05/2016,Saturday
Brunswick,1317000,28/05/2016,Saturday
Brunswick,370000,28/05/2016,Saturday
Brunswick,765000,28/05/2016,Saturday
Brunswick West,1150000,28/05/2016,Saturday
Brunswick West,598000,28/05/2016,Saturday
Brunswick West,497000,28/05/2016,Saturday
Brunswick West,403000,28/05/2016,Saturday
Bulleen,1351000,28/05/2016,Saturday
Bulleen,1060000,28/05/2016,Saturday
Bulleen,1063000,28/05/2016,Saturday
Burwood,1000000,28/05/2016,Saturday
Burwood,800000,28/05/2016,Saturday
Carnegie,1518000,28/05/2016,Saturday
Carnegie,632500,28/05/2016,Saturday
Carnegie,435000,28/05/2016,Saturday
Caulfield North,570000,28/05/2016,Saturday
Caulfield North,550000,28/05/2016,Saturday
Caulfield South,1570000,28/05/2016,Saturday
Caulfield South,1916000,28/05/2016,Saturday
Chadstone,845000,28/05/2016,Saturday
Coburg,1370000,28/05/2016,Saturday
Coburg,700000,28/05/2016,Saturday
Coburg,810000,28/05/2016,Saturday
Coburg,445000,28/05/2016,Saturday
Coburg,838000,28/05/2016,Saturday
Coburg,810000,28/05/2016,Saturday
Coburg,1150000,28/05/2016,Saturday
Coburg,931000,28/05/2016,Saturday
Collingwood,1645000,28/05/2016,Saturday
Collingwood,450000,28/05/2016,Saturday
Doncaster,1810000,28/05/2016,Saturday
Elsternwick,410000,28/05/2016,Saturday
Elsternwick,577000,28/05/2016,Saturday
Elwood,1830000,28/05/2016,Saturday
Essendon,1500000,28/05/2016,Saturday
Essendon,1290000,28/05/2016,Saturday
Essendon,1045000,28/05/2016,Saturday
Fairfield,1510000,28/05/2016,Saturday
Fitzroy North,775000,28/05/2016,Saturday
Fitzroy North,1192500,28/05/2016,Saturday
Fitzroy North,1581000,28/05/2016,Saturday
Flemington,420500,28/05/2016,Saturday
Footscray,767500,28/05/2016,Saturday
Footscray,395000,28/05/2016,Saturday
Footscray,815000,28/05/2016,Saturday
Glenroy,440000,28/05/2016,Saturday
Glenroy,501000,28/05/2016,Saturday
Hampton,1800000,28/05/2016,Saturday
Hampton,2160000,28/05/2016,Saturday
Hampton East,1300000,28/05/2016,Saturday
Kealba,450000,28/05/2016,Saturday
Keilor East,847000,28/05/2016,Saturday
Keilor East,705000,28/05/2016,Saturday
Kensington,806000,28/05/2016,Saturday
Kensington,829000,28/05/2016,Saturday
Maidstone,675000,28/05/2016,Saturday
Malvern,1000000,28/05/2016,Saturday
Malvern East,1650000,28/05/2016,Saturday
Maribyrnong,820000,28/05/2016,Saturday
Maribyrnong,940000,28/05/2016,Saturday
Maribyrnong,1030000,28/05/2016,Saturday
Maribyrnong,1350000,28/05/2016,Saturday
Melbourne,760000,28/05/2016,Saturday
Moonee Ponds,730000,28/05/2016,Saturday
Moonee Ponds,831000,28/05/2016,Saturday
Newport,945000,28/05/2016,Saturday
Niddrie,1160000,28/05/2016,Saturday
Niddrie,1105000,28/05/2016,Saturday
North Melbourne,950000,28/05/2016,Saturday
North Melbourne,1065000,28/05/2016,Saturday
Northcote,1420000,28/05/2016,Saturday
Northcote,1950000,28/05/2016,Saturday
Northcote,1820000,28/05/2016,Saturday
Northcote,1900000,28/05/2016,Saturday
Pascoe Vale,525500,28/05/2016,Saturday
Pascoe Vale,612500,28/05/2016,Saturday
Port Melbourne,400000,28/05/2016,Saturday
Port Melbourne,900000,28/05/2016,Saturday
Port Melbourne,470000,28/05/2016,Saturday
Port Melbourne,2160000,28/05/2016,Saturday
Port Melbourne,1380000,28/05/2016,Saturday
Prahran,1255000,28/05/2016,Saturday
Prahran,2180000,28/05/2016,Saturday
Prahran,712500,28/05/2016,Saturday
Prahran,1720000,28/05/2016,Saturday
Preston,1186000,28/05/2016,Saturday
Preston,900000,28/05/2016,Saturday
Preston,800000,28/05/2016,Saturday
Preston,1030000,28/05/2016,Saturday
Preston,1615000,28/05/2016,Saturday
Preston,715000,28/05/2016,Saturday
Reservoir,784000,28/05/2016,Saturday
Reservoir,1186000,28/05/2016,Saturday
Reservoir,665000,28/05/2016,Saturday
Reservoir,405000,28/05/2016,Saturday
Reservoir,431000,28/05/2016,Saturday
Reservoir,885000,28/05/2016,Saturday
Reservoir,718500,28/05/2016,Saturday
Reservoir,762500,28/05/2016,Saturday
Reservoir,737000,28/05/2016,Saturday
Richmond,827500,28/05/2016,Saturday
Richmond,1500000,28/05/2016,Saturday
Richmond,560000,28/05/2016,Saturday
Seddon,920000,28/05/2016,Saturday
Seddon,1270000,28/05/2016,Saturday
South Yarra,1056800,28/05/2016,Saturday
South Yarra,2400000,28/05/2016,Saturday
South Yarra,410000,28/05/2016,Saturday
South Yarra,260800,28/05/2016,Saturday
South Yarra,1200000,28/05/2016,Saturday
South Yarra,1540000,28/05/2016,Saturday
St Kilda,700000,28/05/2016,Saturday
St Kilda,430000,28/05/2016,Saturday
St Kilda,1030000,28/05/2016,Saturday
St Kilda,665000,28/05/2016,Saturday
St Kilda,1100000,28/05/2016,Saturday
Strathmore,1370000,28/05/2016,Saturday
Sunshine,410000,28/05/2016,Saturday
Sunshine,720000,28/05/2016,Saturday
Sunshine,590000,28/05/2016,Saturday
Sunshine,635000,28/05/2016,Saturday
Sunshine North,1000000,28/05/2016,Saturday
Sunshine West,510000,28/05/2016,Saturday
Templestowe Lower,838000,28/05/2016,Saturday
Templestowe Lower,650000,28/05/2016,Saturday
Templestowe Lower,870000,28/05/2016,Saturday
Templestowe Lower,1509000,28/05/2016,Saturday
Thornbury,601000,28/05/2016,Saturday
Toorak,2250000,28/05/2016,Saturday
Toorak,525000,28/05/2016,Saturday
West Melbourne,620000,28/05/2016,Saturday
West Melbourne,2100000,28/05/2016,Saturday
Williamstown,331000,28/05/2016,Saturday
Windsor,650000,28/05/2016,Saturday
Windsor,1200000,28/05/2016,Saturday
Windsor,1320000,28/05/2016,Saturday
Windsor,580000,28/05/2016,Saturday
Yarraville,980000,28/05/2016,Saturday
Yarraville,800000,28/05/2016,Saturday
Yarraville,1460000,28/05/2016,Saturday
Aberfeldie,2400000,28/05/2016,Saturday
Aberfeldie,1350000,28/05/2016,Saturday
Brunswick East,480000,28/05/2016,Saturday
Brunswick East,400000,28/05/2016,Saturday
Brunswick East,570000,28/05/2016,Saturday
Brunswick East,771000,28/05/2016,Saturday
Carlton,589000,28/05/2016,Saturday
East Melbourne,750000,28/05/2016,Saturday
East Melbourne,872000,28/05/2016,Saturday
Essendon West,1110000,28/05/2016,Saturday
Murrumbeena,1220000,28/05/2016,Saturday
Murrumbeena,1800000,28/05/2016,Saturday
Ormond,617500,28/05/2016,Saturday
Ormond,479500,28/05/2016,Saturday
West Footscray,456000,28/05/2016,Saturday
West Footscray,660000,28/05/2016,Saturday
Albion,145000,28/05/2016,Saturday
Oakleigh,855000,28/05/2016,Saturday
Oakleigh,1600000,28/05/2016,Saturday
Ripponlea,520000,28/05/2016,Saturday
Cremorne,1300000,28/05/2016,Saturday
Travancore,315000,28/05/2016,Saturday
Keilor Park,566000,28/05/2016,Saturday
Princes Hill,1908000,28/05/2016,Saturday
Abbotsford,1600000,4/06/2016,Saturday
Altona,780000,4/06/2016,Saturday
Altona,1780000,4/06/2016,Saturday
Altona North,683000,4/06/2016,Saturday
Altona North,623000,4/06/2016,Saturday
Armadale,700000,4/06/2016,Saturday
Armadale,3625000,4/06/2016,Saturday
Armadale,3000000,4/06/2016,Saturday
Ascot Vale,971000,4/06/2016,Saturday
Ascot Vale,710000,4/06/2016,Saturday
Ascot Vale,2425000,4/06/2016,Saturday
Ascot Vale,750000,4/06/2016,Saturday
Ashwood,1075000,4/06/2016,Saturday
Avondale Heights,1155000,4/06/2016,Saturday
Avondale Heights,670000,4/06/2016,Saturday
Avondale Heights,1200000,4/06/2016,Saturday
Avondale Heights,636000,4/06/2016,Saturday
Bentleigh,2700000,4/06/2016,Saturday
Bentleigh,900000,4/06/2016,Saturday
Bentleigh,1100000,4/06/2016,Saturday
Bentleigh,1005000,4/06/2016,Saturday
Bentleigh,1317500,4/06/2016,Saturday
Bentleigh East,495000,4/06/2016,Saturday
Bentleigh East,570000,4/06/2016,Saturday
Bentleigh East,1220000,4/06/2016,Saturday
Bentleigh East,885000,4/06/2016,Saturday
Bentleigh East,830000,4/06/2016,Saturday
Bentleigh East,1137500,4/06/2016,Saturday
Bentleigh East,1100000,4/06/2016,Saturday
Braybrook,495000,4/06/2016,Saturday
Brighton,2910000,4/06/2016,Saturday
Brighton,2100000,4/06/2016,Saturday
Brighton,2700000,4/06/2016,Saturday
Brighton,800000,4/06/2016,Saturday
Brighton,1750000,4/06/2016,Saturday
Brighton East,980000,4/06/2016,Saturday
Brighton East,1495000,4/06/2016,Saturday
Brighton East,1825000,4/06/2016,Saturday
Brighton East,1700000,4/06/2016,Saturday
Brighton East,1400000,4/06/2016,Saturday
Brighton East,1075000,4/06/2016,Saturday
Brunswick,1050000,4/06/2016,Saturday
Brunswick,410000,4/06/2016,Saturday
Brunswick,272500,4/06/2016,Saturday
Brunswick,680000,4/06/2016,Saturday
Brunswick West,473000,4/06/2016,Saturday
Brunswick West,1200000,4/06/2016,Saturday
Brunswick West,930000,4/06/2016,Saturday
Bulleen,880000,4/06/2016,Saturday
Bulleen,980000,4/06/2016,Saturday
Bulleen,975000,4/06/2016,Saturday
Burwood,1300000,4/06/2016,Saturday
Burwood,1160000,4/06/2016,Saturday
Carnegie,772000,4/06/2016,Saturday
Carnegie,1506000,4/06/2016,Saturday
Carnegie,675000,4/06/2016,Saturday
Carnegie,525000,4/06/2016,Saturday
Carnegie,290000,4/06/2016,Saturday
Carnegie,363000,4/06/2016,Saturday
Chadstone,700000,4/06/2016,Saturday
Clifton Hill,780000,4/06/2016,Saturday
Coburg,145000,4/06/2016,Saturday
Coburg,905000,4/06/2016,Saturday
Coburg,860000,4/06/2016,Saturday
Coburg North,864000,4/06/2016,Saturday
Doncaster,700000,4/06/2016,Saturday
Elsternwick,930000,4/06/2016,Saturday
Elwood,790000,4/06/2016,Saturday
Essendon,1100000,4/06/2016,Saturday
Essendon,1800000,4/06/2016,Saturday
Essendon North,1580000,4/06/2016,Saturday
Fairfield,1125000,4/06/2016,Saturday
Fitzroy North,770000,4/06/2016,Saturday
Hadfield,585000,4/06/2016,Saturday
Hadfield,772500,4/06/2016,Saturday
Hadfield,465000,4/06/2016,Saturday
Keilor East,845000,4/06/2016,Saturday
Keilor East,725000,4/06/2016,Saturday
Kensington,492500,4/06/2016,Saturday
Kensington,420000,4/06/2016,Saturday
Kensington,650000,4/06/2016,Saturday
Kensington,1050000,4/06/2016,Saturday
Maidstone,485000,4/06/2016,Saturday
Maidstone,490000,4/06/2016,Saturday
Malvern,2050000,4/06/2016,Saturday
Malvern,2300000,4/06/2016,Saturday
Malvern,3460000,4/06/2016,Saturday
Malvern East,1185000,4/06/2016,Saturday
Maribyrnong,355000,4/06/2016,Saturday
Melbourne,780000,4/06/2016,Saturday
Middle Park,535000,4/06/2016,Saturday
Newport,710000,4/06/2016,Saturday
Newport,920000,4/06/2016,Saturday
Newport,940000,4/06/2016,Saturday
Niddrie,457000,4/06/2016,Saturday
Niddrie,660000,4/06/2016,Saturday
North Melbourne,528500,4/06/2016,Saturday
North Melbourne,585000,4/06/2016,Saturday
Northcote,1710000,4/06/2016,Saturday
Northcote,1590000,4/06/2016,Saturday
Northcote,2000000,4/06/2016,Saturday
Pascoe Vale,731000,4/06/2016,Saturday
Port Melbourne,1000000,4/06/2016,Saturday
Port Melbourne,1470000,4/06/2016,Saturday
Port Melbourne,725000,4/06/2016,Saturday
Port Melbourne,1234500,4/06/2016,Saturday
Port Melbourne,600000,4/06/2016,Saturday
Port Melbourne,1342000,4/06/2016,Saturday
Port Melbourne,500000,4/06/2016,Saturday
Prahran,1400000,4/06/2016,Saturday
Prahran,685000,4/06/2016,Saturday
Prahran,710000,4/06/2016,Saturday
Preston,950000,4/06/2016,Saturday
Reservoir,535000,4/06/2016,Saturday
Reservoir,920000,4/06/2016,Saturday
Richmond,1010000,4/06/2016,Saturday
Richmond,1025000,4/06/2016,Saturday
Richmond,555000,4/06/2016,Saturday
Richmond,1102000,4/06/2016,Saturday
Seddon,1325000,4/06/2016,Saturday
South Melbourne,1405000,4/06/2016,Saturday
South Melbourne,575000,4/06/2016,Saturday
South Melbourne,760500,4/06/2016,Saturday
South Yarra,450000,4/06/2016,Saturday
South Yarra,750000,4/06/2016,Saturday
South Yarra,650000,4/06/2016,Saturday
South Yarra,775000,4/06/2016,Saturday
South Yarra,572000,4/06/2016,Saturday
South Yarra,510000,4/06/2016,Saturday
South Yarra,1460000,4/06/2016,Saturday
Southbank,868000,4/06/2016,Saturday
Southbank,590000,4/06/2016,Saturday
Southbank,530000,4/06/2016,Saturday
St Kilda,380000,4/06/2016,Saturday
St Kilda,465000,4/06/2016,Saturday
St Kilda,616000,4/06/2016,Saturday
Sunshine North,555000,4/06/2016,Saturday
Sunshine North,490000,4/06/2016,Saturday
Sunshine North,620500,4/06/2016,Saturday
Sunshine West,450000,4/06/2016,Saturday
Templestowe Lower,1101000,4/06/2016,Saturday
Templestowe Lower,641000,4/06/2016,Saturday
Templestowe Lower,1150000,4/06/2016,Saturday
Toorak,430000,4/06/2016,Saturday
Toorak,701500,4/06/2016,Saturday
West Melbourne,1260000,4/06/2016,Saturday
West Melbourne,460000,4/06/2016,Saturday
West Melbourne,2370000,4/06/2016,Saturday
Williamstown,1200000,4/06/2016,Saturday
Williamstown,3130000,4/06/2016,Saturday
Yarraville,910000,4/06/2016,Saturday
Yarraville,796000,4/06/2016,Saturday
