Suburb,Address,Rooms,Type,Price,Method,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Buildingage,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance
Northcote,64 Union St,3,h,1860000,S,16/04/2016,5.5,3070,2,3,1,448,,,Darebin City Council,-37.7792,144.9951,Northern Metropolitan,11364, ,4151.785714, ,930000,338181.8182
Parkville,84 Flemington Rd,10,h,2800000,VB,16/04/2016,2.6,3052,,,,,,,Melbourne City Council,-37.7889,144.9421,Northern Metropolitan,2309, , , ,#DIV/0!,1076923.077
Pascoe Vale,109 Derby St,4,h,970000,S,16/04/2016,9.9,3044,3,2,1,535,154,1920,Moreland City Council,-37.7282,144.9462,Northern Metropolitan,7485,101,1813.084112,6298.701299,323333.3333,97979.79798
Pascoe Vale,2/7 Hazel Gr,3,u,515000,SP,16/04/2016,9.9,3044,3,1,2,0,,,Moreland City Council,-37.7305,144.9397,Northern Metropolitan,7485, , , ,171666.6667,52020.20202
Port Melbourne,139 Cruikshank St,3,t,1565000,S,16/04/2016,3.8,3207,3,1,2,188,,,Melbourne City Council,-37.8371,144.9478,Southern Metropolitan,8648, ,8324.468085, ,521666.6667,411842.1053
Port Melbourne,59 Heath St,3,h,1670000,S,16/04/2016,3.8,3207,3,2,1,140,169,1880,Melbourne City Council,-37.8353,144.9442,Southern Metropolitan,8648,141,11928.57143,9881.656805,556666.6667,439473.6842
Prahran,12/67 High St,2,u,530000,VB,16/04/2016,4.5,3181,2,1,1,0,76,1888,Stonnington City Council,-37.851,144.988,Southern Metropolitan,7717,133, ,6973.684211,265000,117777.7778
Prahran,43 Highbury Gr,3,h,1651000,S,16/04/2016,4.5,3181,3,1,2,294,,,Stonnington City Council,-37.8558,145.0072,Southern Metropolitan,7717, ,5615.646259, ,550333.3333,366888.8889
Prahran,6/20 Wynnstay Rd,2,u,615000,SA,16/04/2016,4.5,3181,2,1,1,0,,,Stonnington City Council,-37.8529,145.0098,Southern Metropolitan,7717, , , ,307500,136666.6667
Preston,13 Garnet St,2,h,700000,PI,16/04/2016,8.8,3072,2,1,1,214,85,1910,Darebin City Council,-37.7462,145.0044,Northern Metropolitan,14577,111,3271.028037,8235.294118,350000,79545.45455
Preston,7 Hope St,3,h,930000,S,16/04/2016,8.8,3072,3,1,0,453,,,Darebin City Council,-37.7386,144.9828,Northern Metropolitan,14577, ,2052.980132, ,310000,105681.8182
Preston,178 Raglan St,2,h,920000,SP,16/04/2016,8.8,3072,2,2,2,516,97,1935,Darebin City Council,-37.7497,145.011,Northern Metropolitan,14577,86,1782.945736,9484.536082,460000,104545.4545
Reservoir,9 Ayr St,4,h,670000,SP,16/04/2016,11.2,3073,4,2,2,578,,,Darebin City Council,-37.7064,145.0321,Northern Metropolitan,21650, ,1159.16955, ,167500,59821.42857
Reservoir,1/18 Duffy St,2,u,376000,S,16/04/2016,11.2,3073,2,1,1,104,77,1970,Darebin City Council,-37.7104,145.0076,Northern Metropolitan,21650,51,3615.384615,4883.116883,188000,33571.42857
Reservoir,2/963 High St,2,u,323000,S,16/04/2016,11.2,3073,2,1,1,0,65,1960,Darebin City Council,-37.7093,145.0084,Northern Metropolitan,21650,61, ,4969.230769,161500,28839.28571
Reservoir,119 Hughes Pde,3,h,680000,S,16/04/2016,11.2,3073,3,1,4,527,146,1965,Darebin City Council,-37.6983,144.9941,Northern Metropolitan,21650,56,1290.322581,4657.534247,226666.6667,60714.28571
Reservoir,2/27 Kenilworth St,2,t,530000,S,16/04/2016,11.2,3073,2,1,1,0,106,2007,Darebin City Council,-37.7141,145.0047,Northern Metropolitan,21650,14, ,5000,265000,47321.42857
Reservoir,39 Mason St,4,h,786000,S,16/04/2016,11.2,3073,4,3,1,595,174,2013,Darebin City Council,-37.7283,145.0072,Northern Metropolitan,21650,8,1321.008403,4517.241379,196500,70178.57143
Reservoir,4/7 Pershing St,2,u,390000,VB,16/04/2016,11.2,3073,2,1,1,122,74,1980,Darebin City Council,-37.7261,144.9961,Northern Metropolitan,21650,41,3196.721311,5270.27027,195000,34821.42857
Reservoir,8 Willoughby St,3,h,650000,S,16/04/2016,11.2,3073,3,1,2,468,92,1960,Darebin City Council,-37.7184,144.9962,Northern Metropolitan,21650,61,1388.888889,7065.217391,216666.6667,58035.71429
Reservoir,5 Zinnia St,3,h,540000,S,16/04/2016,11.2,3073,3,1,2,496,,,Darebin City Council,-37.7156,144.9825,Northern Metropolitan,21650, ,1088.709677, ,180000,48214.28571
Richmond,29 Bennett St,3,h,1088000,S,16/04/2016,2.6,3121,3,3,2,168,120,1915,Yarra City Council,-37.8126,145.0064,Northern Metropolitan,14949,106,6476.190476,9066.666667,362666.6667,418461.5385
Richmond,2/310 Burnley St,3,t,911000,S,16/04/2016,2.6,3121,3,2,1,0,110,2000,Yarra City Council,-37.8238,145.0072,Northern Metropolitan,14949,21, ,8281.818182,303666.6667,350384.6154
Richmond,30 Highett St,4,h,3001000,S,16/04/2016,2.6,3121,2,3,1,544,241,1920,Yarra City Council,-37.8152,144.9922,Northern Metropolitan,14949,101,5516.544118,12452.28216,1500500,1154230.769
Richmond,9/63 Stawell St,2,u,638000,S,16/04/2016,2.6,3121,2,2,1,0,77,2008,Yarra City Council,-37.822,145.0104,Northern Metropolitan,14949,13, ,8285.714286,319000,245384.6154
Seddon,38 Alfred St,3,h,920000,PI,16/04/2016,6.6,3011,3,2,2,0,132,2000,Maribyrnong City Council,-37.8057,144.8857,Western Metropolitan,2417,21, ,6969.69697,306666.6667,139393.9394
Seddon,11 Hotham St,3,h,1395000,SP,16/04/2016,6.6,3011,3,1,2,467,155,1946,Maribyrnong City Council,-37.8093,144.8941,Western Metropolitan,2417,75,2987.152034,9000,465000,211363.6364
Seddon,16 Margaret St,3,h,965000,S,16/04/2016,6.6,3011,3,1,0,217,104,1910,Maribyrnong City Council,-37.8037,144.8874,Western Metropolitan,2417,111,4447.004608,9278.846154,321666.6667,146212.1212
South Melbourne,14/182 Albert Rd,2,u,1500000,VB,16/04/2016,2.1,3205,2,2,2,0,,2004,Port Phillip City Council,-37.8369,144.968,Southern Metropolitan,5943,17, , ,750000,714285.7143
South Melbourne,50 Bridport St,2,h,2000000,PI,16/04/2016,2.1,3205,2,2,1,141,150,1900,Port Phillip City Council,-37.8389,144.9612,Southern Metropolitan,5943,121,14184.39716,13333.33333,1000000,952380.9524
South Melbourne,40a Napier St,2,u,692000,S,16/04/2016,2.1,3205,,,,,,,Port Phillip City Council,-37.8346,144.9673,Southern Metropolitan,5943, , , ,#DIV/0!,329523.8095
South Yarra,608/20 Garden St,2,u,515000,VB,16/04/2016,3.3,3141,2,1,1,734,65,2013,Melbourne City Council,-37.8433,144.9962,Southern Metropolitan,14887,8,701.6348774,7923.076923,257500,156060.6061
Southbank,125/173 City Rd,1,u,425000,VB,16/04/2016,1.2,3006,1,1,1,0,57,2004,Melbourne City Council,-37.8245,144.9622,Southern Metropolitan,8400,17, ,7456.140351,425000,354166.6667
Spotswood,13 Robb St,3,h,831000,S,16/04/2016,7.7,3015,3,1,0,353,109,1890,Hobsons Bay City Council,-37.8309,144.889,Western Metropolitan,1223,131,2354.107649,7623.853211,277000,107922.0779
St Kilda,3/38 Barkly St,2,u,503500,S,16/04/2016,6.1,3182,2,1,1,683,72,1940,Port Phillip City Council,-37.8594,144.9828,Southern Metropolitan,13240,81,737.1888726,6993.055556,251750,82540.98361
St Kilda,4/50 Dalgety St,1,u,511000,S,16/04/2016,6.1,3182,,,,,,,Port Phillip City Council,-37.8592,144.981,Southern Metropolitan,13240, , , ,#DIV/0!,83770.4918
St Kilda,4/58 Grey St,2,u,580000,PI,16/04/2016,6.1,3182,2,1,0,0,95,1930,Port Phillip City Council,-37.8617,144.9796,Southern Metropolitan,13240,91, ,6105.263158,290000,95081.96721
Strathmore,43 Henshall Rd,4,h,1430000,S,16/04/2016,9.7,3041,4,2,1,607,224,1990,Moonee Valley City Council,-37.7376,144.9154,Western Metropolitan,3284,31,2355.848435,6383.928571,357500,147422.6804
Strathmore,10 Roslyn St,5,h,915000,S,16/04/2016,9.7,3041,5,3,4,754,,,Moonee Valley City Council,-37.7298,144.9162,Western Metropolitan,3284, ,1213.527851, ,183000,94329.89691
Sunshine,1 Boreham St,3,h,610000,S,16/04/2016,12.6,3020,3,1,0,705,118,1965,Brimbank City Council,-37.8005,144.822,Western Metropolitan,3755,56,865.248227,5169.491525,203333.3333,48412.69841
Sunshine,14 Staughton St,3,h,600000,S,16/04/2016,12.6,3020,3,1,1,0,126,1950,Brimbank City Council,-37.7796,144.8455,Western Metropolitan,3755,71, ,4761.904762,200000,47619.04762
Sunshine North,6 Gresford St,4,h,735000,S,16/04/2016,13.3,3020,4,2,5,635,201,1975,Brimbank City Council,-37.7693,144.8351,Western Metropolitan,4217,46,1157.480315,3656.716418,183750,55263.15789
Sunshine North,20 Mills St,3,h,635800,SP,16/04/2016,13.3,3020,3,1,1,602,,,Brimbank City Council,-37.7696,144.84,Western Metropolitan,4217, ,1056.146179, ,211933.3333,47804.51128
Sunshine West,17 Fern St,3,h,480000,PI,16/04/2016,13.5,3020,3,1,2,696,148,1960,Brimbank City Council,-37.7836,144.7988,Western Metropolitan,6763,61,689.6551724,3243.243243,160000,35555.55556
Sunshine West,20 Norton St,3,h,544500,S,16/04/2016,13.5,3020,4,2,2,696,,,Brimbank City Council,-37.7841,144.8052,Western Metropolitan,6763, ,782.3275862, ,136125,40333.33333
Templestowe Lower,13 Tasker St,3,h,1010000,S,16/04/2016,13.8,3107,3,2,2,751,175,1968,Manningham City Council,-37.77,145.1025,Eastern Metropolitan,5420,53,1344.873502,5771.428571,336666.6667,73188.4058
Thornbury,10 Ethel St,3,h,898000,S,16/04/2016,6.5,3071,3,2,2,210,108,2010,Darebin City Council,-37.7551,144.9993,Northern Metropolitan,8870,11,4276.190476,8314.814815,299333.3333,138153.8462
Thornbury,22 Gooch St,3,h,1235000,S,16/04/2016,6.5,3071,3,3,1,288,133,1920,Darebin City Council,-37.7583,145.0025,Northern Metropolitan,8870,101,4288.194444,9285.714286,411666.6667,190000
Thornbury,52a Leinster Gr,3,t,910500,SP,16/04/2016,6.5,3071,3,2,2,157,144,2010,Darebin City Council,-37.759,144.988,Northern Metropolitan,8870,11,5799.363057,6322.916667,303500,140076.9231
Thornbury,37 Lewis St,3,h,995000,S,16/04/2016,6.5,3071,2,1,1,327,96,1920,Darebin City Council,-37.7574,144.9854,Northern Metropolitan,8870,101,3042.813456,10364.58333,497500,153076.9231
Thornbury,84 Raleigh St,2,h,760000,S,16/04/2016,6.5,3071,2,1,0,0,75,1900,Darebin City Council,-37.7595,145.0061,Northern Metropolitan,8870,121, ,10133.33333,380000,116923.0769
Thornbury,4/305 Rossmoyne St,2,u,505000,S,16/04/2016,6.5,3071,2,1,0,0,80,1980,Darebin City Council,-37.7591,145.0211,Northern Metropolitan,8870,41, ,6312.5,252500,77692.30769
Toorak,719a Malvern Rd,3,h,1300000,SP,16/04/2016,4.6,3142,3,1,1,266,,,Stonnington City Council,-37.8493,145.0134,Southern Metropolitan,7217, ,4887.218045, ,433333.3333,282608.6957
Williamstown,22 Burbidge Dr,3,h,906000,SP,16/04/2016,8,3016,3,2,2,270,,,Hobsons Bay City Council,-37.8608,144.8803,Western Metropolitan,6380, ,3355.555556, ,302000,113250
Williamstown,71 Hannan St,4,h,1805000,S,16/04/2016,8,3016,3,2,2,466,160,1930,Hobsons Bay City Council,-37.8621,144.8872,Western Metropolitan,6380,91,3873.390558,11281.25,601666.6667,225625
Williamstown,16 Princes St,4,h,1126000,SP,16/04/2016,8,3016,4,1,1,307,150,1900,Hobsons Bay City Council,-37.8525,144.8945,Western Metropolitan,6380,121,3667.752443,7506.666667,281500,140750
Williamstown,21a Station Rd,3,t,935000,SP,16/04/2016,8,3016,3,2,1,233,194,2002,Hobsons Bay City Council,-37.8573,144.8911,Western Metropolitan,6380,19,4012.875536,4819.587629,311666.6667,116875
Yarraville,64 Bishop St,3,h,1055000,S,16/04/2016,7,3013,3,1,3,670,116,1940,Maribyrnong City Council,-37.8134,144.8745,Western Metropolitan,6543,81,1574.626866,9094.827586,351666.6667,150714.2857
Yarraville,4/16 Dean St,3,t,620000,VB,16/04/2016,7,3013,3,3,1,0,141,2014,Maribyrnong City Council,-37.8194,144.8826,Western Metropolitan,6543,7, ,4397.163121,206666.6667,88571.42857
Yarraville,117 Francis St,4,h,660000,PI,16/04/2016,7,3013,4,1,2,360,,1910,Maribyrnong City Council,-37.8212,144.8887,Western Metropolitan,6543,111,1833.333333, ,165000,94285.71429
Yarraville,342 Francis St,3,h,681000,S,16/04/2016,7,3013,2,1,1,446,,,Maribyrnong City Council,-37.8183,144.8666,Western Metropolitan,6543, ,1526.90583, ,340500,97285.71429
Yarraville,5/69 Hamilton St,1,u,345000,S,16/04/2016,7,3013,1,1,1,0,47,1970,Maribyrnong City Council,-37.8111,144.887,Western Metropolitan,6543,51, ,7340.425532,345000,49285.71429
Yarraville,25 Norfolk St,3,h,950000,SP,16/04/2016,7,3013,3,1,2,240,84,1880,Maribyrnong City Council,-37.8202,144.8896,Western Metropolitan,6543,141,3958.333333,11309.52381,316666.6667,135714.2857
Yarraville,9 Pearce St,3,h,955000,S,16/04/2016,7,3013,3,1,1,202,,,Maribyrnong City Council,-37.8196,144.8839,Western Metropolitan,6543, ,4727.722772, ,318333.3333,136428.5714
Yarraville,11 Sanderson St,2,h,822000,S,16/04/2016,7,3013,2,1,3,539,,,Maribyrnong City Council,-37.8152,144.8703,Western Metropolitan,6543, ,1525.046382, ,411000,117428.5714
Brunswick East,2/146 Blyth St,2,u,510000,S,16/04/2016,4.5,3057,2,1,1,0,,,Moreland City Council,-37.7671,144.9746,Northern Metropolitan,5533, , , ,255000,113333.3333
Brunswick East,89a Hickford St,3,h,1574000,S,16/04/2016,4.5,3057,3,3,2,336,207,2007,Moreland City Council,-37.7664,144.9797,Northern Metropolitan,5533,14,4684.52381,7603.864734,524666.6667,349777.7778
Burnley,92 Madden Gr,2,h,881000,SP,16/04/2016,3.5,3121,2,1,1,172,94,1900,Yarra City Council,-37.8283,145.012,Northern Metropolitan,438,121,5122.093023,9372.340426,440500,251714.2857
Ormond,245 Grange Rd,4,h,1500000,VB,16/04/2016,11.8,3204,4,2,2,862,153,1970,Glen Eira City Council,-37.8993,145.0447,Southern Metropolitan,3578,51,1740.139211,9803.921569,375000,127118.6441
Ormond,4/4 Ormond Rd,1,u,260000,SP,16/04/2016,11.8,3204,1,1,1,0,,1970,Glen Eira City Council,-37.9038,145.0454,Southern Metropolitan,3578,51, , ,260000,22033.89831
South Kingsville,58 Kernot St,4,t,915000,SP,16/04/2016,9.1,3015,4,3,1,662,265,2016,Hobsons Bay City Council,-37.8307,144.8725,Western Metropolitan,984,5,1382.175227,3452.830189,228750,100549.4505
Airport West,117 Marshall Rd,3,h,662000,S,23/04/2016,13.5,3042,3,1,2,612,,,Moonee Valley City Council,-37.7169,144.8815,Western Metropolitan,3464, ,1081.699346, ,220666.6667,49037.03704
Albert Park,55 Merton St,3,h,2100000,SP,23/04/2016,3.3,3206,2,1,1,120,123,1900,Port Phillip City Council,-37.8427,144.9546,Southern Metropolitan,3280,121,17500,17073.17073,1050000,636363.6364
Altona,3/20 Mulga St,3,u,577000,S,23/04/2016,13.8,3018,3,2,1,205,113,2007,Hobsons Bay City Council,-37.8684,144.815,Western Metropolitan,5301,14,2814.634146,5106.19469,192333.3333,41811.5942
Altona North,122 McIntosh Rd,3,h,590000,S,23/04/2016,11.1,3025,3,1,2,561,,,Hobsons Bay City Council,-37.8444,144.8491,Western Metropolitan,5132, ,1051.693405, ,196666.6667,53153.15315
Ascot Vale,45 Bloomfield Rd,3,h,1291000,S,23/04/2016,5.9,3032,3,1,2,414,,,Moonee Valley City Council,-37.7766,144.9185,Western Metropolitan,6567, ,3118.357488, ,430333.3333,218813.5593
Ascot Vale,21 Middle St,3,h,1130000,S,23/04/2016,5.9,3032,3,2,1,272,157,1900,Moonee Valley City Council,-37.7774,144.928,Western Metropolitan,6567,121,4154.411765,7197.452229,376666.6667,191525.4237
Avondale Heights,8 Moffat St,3,h,695000,S,23/04/2016,10.5,3034,3,1,2,588,,,Moonee Valley City Council,-37.771,144.8586,Western Metropolitan,4502, ,1181.972789, ,231666.6667,66190.47619
Box Hill,3/5 Kent Rd,2,u,400000,VB,23/04/2016,13.1,3128,2,1,1,0,,,Whitehorse City Council,-37.8248,145.1215,Eastern Metropolitan,4605, , , ,200000,30534.35115
Box Hill,5 Patricia St,3,h,1170000,S,23/04/2016,13.1,3128,3,1,1,755,95,1920,Whitehorse City Council,-37.8264,145.1248,Eastern Metropolitan,4605,101,1549.668874,12315.78947,390000,89312.9771
Brunswick,4 McPherson St,3,h,835000,PI,23/04/2016,5.2,3056,3,1,0,302,,,Moreland City Council,-37.758,144.9724,Northern Metropolitan,11918, ,2764.900662, ,278333.3333,160576.9231
Brunswick,35 Percy St,2,h,705000,S,23/04/2016,5.2,3056,2,1,1,161,68,1910,Moreland City Council,-37.7646,144.9586,Northern Metropolitan,11918,111,4378.881988,10367.64706,352500,135576.9231
Brunswick,94 Wilson St,2,h,800000,S,23/04/2016,5.2,3056,2,1,0,137,,,Moreland City Council,-37.7745,144.9558,Northern Metropolitan,11918, ,5839.416058, ,400000,153846.1538
Brunswick West,1 Culloden St,3,h,995000,S,23/04/2016,5.9,3055,3,1,2,505,,,Moreland City Council,-37.757,144.9446,Northern Metropolitan,7082, ,1970.29703, ,331666.6667,168644.0678
Brunswick West,117 Pearson St,3,h,901000,S,23/04/2016,5.9,3055,3,1,4,357,,,Moreland City Council,-37.762,144.9497,Northern Metropolitan,7082, ,2523.809524, ,300333.3333,152711.8644
Bulleen,4 Graeme Ct,4,h,1244000,PI,23/04/2016,11.8,3105,4,2,2,530,,,Manningham City Council,-37.7735,145.088,Eastern Metropolitan,4480, ,2347.169811, ,311000,105423.7288
Carnegie,33b Emily St,3,h,990000,S,23/04/2016,11.4,3163,3,2,2,0,,,Glen Eira City Council,-37.8927,145.0644,Southern Metropolitan,7822, , , ,330000,86842.10526
Carnegie,1/52 Neville St,4,t,1100000,S,23/04/2016,11.4,3163,4,3,2,305,,1996,Glen Eira City Council,-37.8978,145.0506,Southern Metropolitan,7822,25,3606.557377, ,275000,96491.22807
Carnegie,76 Oakleigh Rd,3,h,1125000,PI,23/04/2016,11.4,3163,3,1,1,604,120,1925,Glen Eira City Council,-37.8993,145.0528,Southern Metropolitan,7822,96,1862.582781,9375,375000,98684.21053
Coburg,27 Bruce St,3,h,680000,PI,23/04/2016,7.8,3058,2,1,2,462,72,1920,Darebin City Council,-37.7448,144.9478,Northern Metropolitan,11204,101,1471.861472,9444.444444,340000,87179.48718
Coburg,185 Moreland Rd,1,h,482500,S,23/04/2016,7.8,3058,1,1,1,108,,,Darebin City Council,-37.7554,144.9648,Northern Metropolitan,11204, ,4467.592593, ,482500,61858.97436
Coburg,155 Nicholson St,3,h,825000,S,23/04/2016,7.8,3058,3,1,2,577,131,1920,Darebin City Council,-37.7459,144.9773,Northern Metropolitan,11204,101,1429.809359,6297.709924,275000,105769.2308
Coburg,11 Station St,3,h,725000,S,23/04/2016,7.8,3058,3,1,0,238,131,1900,Darebin City Council,-37.7539,144.9612,Northern Metropolitan,11204,121,3046.218487,5534.351145,241666.6667,92948.71795
Coburg,144 The Avenue,4,h,1250000,VB,23/04/2016,7.8,3058,4,3,1,515,249,1900,Darebin City Council,-37.7537,144.9766,Northern Metropolitan,11204,121,2427.184466,5020.080321,312500,160256.4103
Coburg North,203b Elizabeth St,2,t,570000,S,23/04/2016,9.2,3058,2,2,2,186,,,Darebin City Council,-37.7263,144.9843,Northern Metropolitan,3445, ,3064.516129, ,285000,61956.52174
Doncaster,741 Elgar Rd,3,h,1391000,S,23/04/2016,13.9,3108,3,1,1,764,175,1965,Manningham City Council,-37.7934,145.1207,Eastern Metropolitan,9028,56,1820.680628,7948.571429,463666.6667,100071.9424
Doncaster,4/20 Wetherby Rd,2,u,452000,S,23/04/2016,13.9,3108,2,1,1,67,68,1975,Manningham City Council,-37.7887,145.1436,Eastern Metropolitan,9028,46,6746.268657,6647.058824,226000,32517.98561
Elsternwick,22 Ross St,2,h,895000,S,23/04/2016,8.5,3185,2,1,1,147,81,1915,Glen Eira City Council,-37.8849,144.9993,Southern Metropolitan,4898,106,6088.435374,11049.38272,447500,105294.1176
Essendon,1/15 Gilbertson St,2,u,736000,S,23/04/2016,8,3040,2,1,1,0,106,1940,Moonee Valley City Council,-37.7412,144.8974,Western Metropolitan,9264,81, ,6943.396226,368000,92000
Fairfield,231 Station St,3,h,1065000,S,23/04/2016,5.8,3078,3,1,2,630,,1930,Darebin City Council,-37.7713,145.0196,Northern Metropolitan,2970,91,1690.47619, ,355000,183620.6897
Fitzroy,306/96 charles St,2,u,660000,SP,23/04/2016,1.6,3065,2,2,0,0,,,Yarra City Council,-37.8035,144.9826,Northern Metropolitan,5825, , , ,330000,412500
Fitzroy North,179 Barkly St,3,h,2300000,S,23/04/2016,3.5,3068,4,1,2,475,,,Moreland City Council,-37.7786,144.9846,Northern Metropolitan,6244, ,4842.105263, ,575000,657142.8571
Fitzroy North,181 Rae St,2,h,937500,S,23/04/2016,3.5,3068,2,1,0,100,72,1890,Moreland City Council,-37.788,144.9791,Northern Metropolitan,6244,131,9375,13020.83333,468750,267857.1429
Flemington,20 Glance St,3,h,991000,S,23/04/2016,4.4,3031,3,1,4,402,,1915,Melbourne City Council,-37.7867,144.9249,Northern Metropolitan,3593,106,2465.174129, ,330333.3333,225227.2727
Glenroy,46 Moonee Bvd,4,h,600000,SP,23/04/2016,13,3046,4,1,2,586,159,1968,Moreland City Council,-37.6975,144.9065,Northern Metropolitan,8870,53,1023.890785,3773.584906,150000,46153.84615
Gowanbrae,24 Balerno Cir,3,h,390000,PI,23/04/2016,13.6,3043,3,2,1,158,136,2005,Moreland City Council,-37.7091,144.8958,Western Metropolitan,1071,16,2468.35443,2867.647059,130000,28676.47059
Hadfield,13 Gish Ct,5,h,800000,VB,23/04/2016,12.1,3046,5,2,1,808,,,Moreland City Council,-37.7091,144.9491,Northern Metropolitan,2606, ,990.0990099, ,160000,66115.70248
Hampton,50 Holyrood St,4,h,2200000,PI,23/04/2016,13.7,3188,4,3,4,583,305,2000,Bayside City Council,-37.9336,144.9999,Southern Metropolitan,5454,21,3773.584906,7213.114754,550000,160583.9416
Keilor East,20 Keith Gr,3,h,825000,S,23/04/2016,12.8,3033,3,2,1,630,126,2017,Brimbank City Council,-37.7378,144.8705,Western Metropolitan,5629,4,1309.52381,6547.619048,275000,64453.125
Keilor East,89 Sterling Dr,4,h,680000,S,23/04/2016,12.8,3033,4,2,2,545,,,Brimbank City Council,-37.742,144.8523,Western Metropolitan,5629, ,1247.706422, ,170000,53125
Kensington,208/465 MacAulay Rd,2,u,460000,SP,23/04/2016,4.2,3031,2,1,1,0,84,2010,Melbourne City Council,-37.7948,144.9314,Northern Metropolitan,5263,11, ,5476.190476,230000,109523.8095
Kensington,1/16 Mawbey St,2,u,395000,PI,23/04/2016,4.2,3031,2,1,1,0,80,2002,Melbourne City Council,-37.7899,144.9231,Northern Metropolitan,5263,19, ,4937.5,197500,94047.61905
Maidstone,191 Ballarat Rd,3,h,750000,VB,23/04/2016,9.2,3012,2,2,1,782,,,Maribyrnong City Council,-37.7829,144.8684,Western Metropolitan,3873, ,959.0792839, ,375000,81521.73913
